Term,DocID,Positions
team,7,"[51, 15561, 16250, 22746]"
dl4j,16,[7263]
githubcomeclipse,16,[7270]
paszk,16,[7275]
massa,16,[7277]
imper,16,[7282]
imper,7,"[13344, 13884]"
highper,16,[7284]
inneur,16,[7292]
shelham,16,[7299]
caff,16,[7303]
arxiv14085093,16,[7311]
nervana,16,[7313]
neon,16,[7315]
githubcomnervanasystemsneon,16,[7322]
lastaccess,16,[7323]
tokui,16,[7325]
okuta,16,[7326]
akiba,16,[7327]
chainer,16,[7330]
theano,16,"[7347, 7350]"
arxiv160502688,16,[7360]
tianqi,16,[7361]
tianqi,18,[2816]
mxnet,16,[7366]
bai,16,[7380]
bai,7,[27511]
onnx,16,[7385]
onnx,18,"[2478, 2489, 2514, 2529]"
githubcomonnxonnx,16,[7393]
onjun,16,[7396]
seid,16,[7397]
seid,18,[3075]
cntk,16,[7399]
microsoft,16,[7400]
toolkit,16,[7403]
toolkit,17,[207]
toolkit,18,"[3033, 3138, 3343, 3365, 3458, 3501, 3526]"
toolkit,22,[12232]
toolkit,3,[2352]
chollet,16,[7417]
chollet,18,[3675]
kerasio51,16,[7422]
deepmind,16,[7423]
sonnet,16,[7425]
guo,16,"[7426, 9221]"
guo,21,"[4860, 5009, 5269]"
guo,22,"[3492, 11679]"
guo,7,"[24612, 26884]"
guo,8,[4160]
gluoncv,16,[7431]
gluonnlp,16,[7433]
puter,16,[7437]
puter,2,"[4975, 5638]"
puter,25,[340]
shallu,16,[7447]
nado,16,[7449]
arxiv191005446,16,[7460]
jordan,16,[7464]
jordan,22,"[11469, 11933]"
jordan,24,[3130]
jordan,3,[510]
decay,16,[7470]
decay,17,"[3911, 4765, 4777, 5028, 5395, 6431]"
sinha,16,[7482]
tn,16,[7484]
verma,16,[7486]
som,16,[7494]
geosci,16,[7496]
master,16,[7497]
master,17,[1472]
master,2,"[903, 6384, 6408]"
master,26,"[8343, 8373]"
luschi,16,[7498]
arxiv180407612,16,[7508]
sha,16,[7509]
ahmad,16,"[7510, 8414]"
ahmad,8,"[2285, 4585]"
applicationin,16,[7527]
multitop,16,[7532]
usa2006,16,[7534]
ding,16,[7536]
ding,18,"[868, 2955]"
ding,2,[1984]
ding,21,"[5235, 6046]"
ding,22,"[12376, 12475, 13088, 13181]"
ding,24,"[2734, 3000, 3019, 3266]"
ding,26,"[7323, 7442]"
ding,7,"[28193, 28218]"
qian,16,[7537]
qian,22,"[4551, 12867]"
qian,7,[26111]
anddecis,16,[7551]
marten,16,[7556]
marten,7,"[22557, 23275, 25317, 25415]"
arxiv170408863,16,[7582]
ay,16,[7601]
l1,16,[7604]
l1,26,"[71, 636, 700, 1103, 1988, 2022, 2168, 2878, 3115, 3123, 3134, 3243, 3321, 3354, 3509, 3576, 3593, 4251, 4270, 4280, 4322, 4834, 5052, 5238, 5453, 5456, 5700, 5836, 5867, 6161, 6193, 6546, 6626, 6656, 6677, 6828, 7053]"
l2,16,[7606]
l2,24,[2859]
l2,26,"[73, 638, 702, 1105, 1990, 2031, 2170, 2876, 2890, 2901, 2976, 2998, 3046, 3064, 4254, 4256, 4265, 4278, 4285, 4292, 4320, 4325, 5235, 5241, 5360, 5371, 5437, 5440, 5443, 5485, 5488, 5523, 5526, 5587, 5590, 5698, 5702, 5834, 5839, 5865, 5869, 6118, 6163, 6195, 6198, 6225, 6478, 7076]"
rotat,16,[7609]
rotat,2,[6165]
rotat,21,[4947]
rotat,24,"[3096, 3271]"
mairal,16,[7621]
mairal,22,[11848]
koniusz,16,[7622]
harchaoui,16,[7623]
systemsusa,16,[7634]
zaniolo,16,[7636]
marqu,16,[7637]
multim,16,"[7645, 8653]"
dwarampudi,16,[7648]
reddi,16,[7649]
reddi,21,[6268]
arxiv190307288,16,[7659]
rethink,16,[7665]
rethink,21,[5340]
rethink,7,[16258]
arxiv190901861,16,[7674]
scherer,16,[7675]
mu,16,[7676]
mu,21,[5174]
ller,16,[7677]
ller,2,"[5862, 5888, 6235]"
behnk,16,[7678]
behnk,7,[23949]
volut,16,[7684]
volut,21,[1940]
ofarti,16,[7689]
xia,16,"[7697, 10047]"
xia,21,"[5442, 6361]"
xia,22,"[11783, 11974, 12708, 12725, 12933]"
xia,24,[2803]
dcnn,16,[7704]
itano,16,[7710]
deabreudesousa,16,[7711]
delmoralhernandez,16,[7713]
eberhart,16,[7733]
particl,16,[7734]
stanley,16,[7746]
ko,16,"[7747, 9854]"
ko,2,[30]
miikkulainen,16,[7748]
topolog,16,[7755]
evol,16,[7756]
evol,8,[4969]
coronaviru,16,[7766]
ranjit,16,[7778]
mp,16,"[7779, 7960]"
mp,8,"[1070, 1072, 1127]"
mp,9,"[1888, 1896]"
ganapathi,16,[7780]
sridhar,16,[7781]
distributedhyperparamet,16,[7795]
usa2019,16,[7807]
bergstra,16,[7809]
yamin,16,[7810]
cox,16,[7811]
cox,22,[13260]
cox,9,[900]
onintern,16,[7829]
camero,16,[7834]
toutouh,16,[7835]
dlopt,16,[7837]
arxiv180703523,16,[7844]
autonomio,16,[7845]
talo,16,"[7846, 7851]"
githubcomautonomio,16,[7850]
balandat,16,[7852]
karrer,16,[7853]
botorch,16,[7858]
programm,16,[7859]
programm,7,[21652]
arxiv191006403,16,[7865]
eggensperg,16,[7866]
feurer,16,[7867]
hutter,16,[7868]
hutter,21,[5151]
foun,16,[7874]
foun,17,[5888]
dation,16,[7875]
dation,17,[5889]
2013pp,16,[7888]
gy,16,[7892]
arxiv190710701,16,[7904]
pem,16,[7914]
zheng,16,"[7930, 8240]"
zheng,18,[2823]
zheng,21,"[5423, 5452]"
zheng,22,"[12874, 12965, 13237, 13255]"
zheng,26,[7607]
zheng,7,"[26564, 26663, 27456]"
recoveri,16,[7941]
recoveri,3,[1087]
recoveri,7,[26231]
lgb,16,[7956]
rueda,16,[7957]
llar,16,[7959]
expertsyst,16,[7973]
foul,16,[7980]
resist,16,[7981]
resist,2,[5800]
resist,9,[2298]
circul,16,[7988]
circul,8,[4556]
cool,16,[7989]
water,16,"[7990, 9152, 9163, 9217, 9417]"
water,2,[984]
water,8,[3940]
electromag,16,[7992]
netic,16,[7993]
antifoul,16,[7994]
inst,16,[7997]
jiao,16,[7999]
jiao,21,"[41, 5539]"
jiao,26,"[8053, 8432]"
indirect,16,[8004]
indirect,2,[4132]
indirect,7,"[5260, 25165]"
rul,16,[8005]
lithiumion,16,[8007]
batteri,16,"[8008, 8051, 9488]"
vibrat,16,[8010]
hydrogenergi,16,[8017]
bru,16,[8020]
ndlinger,16,[8021]
resid,16,[8027]
resid,7,[13866]
comfort,16,[8032]
comfort,7,[6683]
technol,16,"[8036, 8587, 10381]"
technol,8,"[748, 3783, 3878]"
ception,16,[8048]
systembas,16,[8054]
informationtechnolog,16,[8060]
abdelnass,16,[8069]
lstmrnn,16,[8078]
khodabakhsh,16,[8082]
bakir,16,[8084]
minibatch,16,[8094]
gao,16,"[8103, 8610, 10230]"
gao,21,"[2820, 5161, 5165, 5919, 6001, 6135]"
gao,22,"[1136, 11595, 11788, 12711, 12728, 12959]"
gao,26,[7364]
gao,7,[27726]
hong,16,[8105]
hong,21,[4995]
plant,16,[8113]
plant,3,[1186]
muzaffar,16,[8121]
afshari,16,[8122]
song,16,[8132]
song,2,[5221]
song,21,"[5546, 5921, 5999, 6074]"
song,22,"[12210, 12872]"
song,7,[27374]
petsci,16,[8149]
jq,16,[8170]
gokhan,16,[8182]
yilmaz,16,[8183]
yilmaz,21,[6350]
unel,16,[8184]
ifac,16,[8197]
online2019,16,[8199]
tang,16,"[8221, 8433, 9300, 10154, 10306]"
tang,17,[6256]
tang,2,[5757]
tang,21,"[2235, 5273, 5762, 5766, 6109]"
tang,22,"[185, 3542, 7780, 7930, 11364, 11786, 11997, 12068, 12690, 12707, 12724]"
tang,24,[3337]
tang,26,[7606]
tang,7,[26116]
tang,8,[4122]
iet,16,[8236]
transmdistrib,16,[8238]
shao,16,"[8239, 10175]"
belm,16,"[8251, 8261]"
frameworkand,16,[8256]
qiu,16,"[8266, 8286]"
qiu,21,[5243]
suganthan,16,[8268]
pn,16,[8269]
pn,22,[7825]
mode,16,"[8273, 9189]"
mode,2,[6268]
mode,25,[3140]
applsoft,16,[8284]
manohar,16,[8310]
koley,16,[8311]
spatiotempor,16,"[8315, 8443]"
spatiotempor,21,"[2721, 2723, 2796, 4334, 4410, 6227]"
pv,16,[8320]
microgrid,16,[8322]
irradianceintermitt,16,[8325]
electrpow,16,[8332]
mishra,16,[8335]
mishra,7,[25076]
maulik,16,[8337]
dans,16,[8338]
lect,16,"[8348, 8409, 8912, 9102, 9364, 10042, 10189]"
lect,23,[366]
lect,26,[8291]
qiao,16,[8352]
wavelet,16,"[8360, 9034, 9060]"
wavelet,21,[2103]
wavelet,25,[198]
transformbas,16,[8361]
ji,16,[8365]
ji,21,"[6069, 6106]"
ji,22,"[12121, 12137]"
ji,24,[1577]
arimacnnlstm,16,[8376]
sb,16,[8384]
sb,22,[7955]
sb,23,"[630, 894, 977]"
sb,8,[4449]
sb,9,[2339]
cnngru,16,[8406]
alkandari,16,[8413]
sembl,16,"[8421, 8985]"
kong,16,[8432]
deng,16,[8434]
deng,18,[3128]
deng,2,[5074]
deng,21,[4864]
deng,3,[2535]
deng,7,[23671]
deng,8,[4722]
scada,16,[8446]
convolutionalneur,16,[8449]
renew,16,"[8455, 10299]"
uav,16,[8462]
afsaelman,16,[8465]
displac,16,[8469]
ksce,16,[8473]
civil,16,[8474]
civil,7,[16549]
lore,16,[8477]
kg,16,[8478]
instabl,16,[8486]
instabl,22,[5812]
hispe,16,[8488]
ame,16,[8489]
networkneurocomput,16,[8545]
ienco,16,"[8546, 8656]"
interdonato,16,"[8547, 8655]"
gaetano,16,"[8548, 8657]"
sentinel1,16,[8552]
sentinel2,16,[8554]
land,16,[8559]
land,18,[1934]
land,23,"[90, 1447, 2094]"
land,25,[3945]
multisourc,16,[8563]
multisourc,22,"[7516, 7556, 8232, 10648, 13242]"
remotesen,16,[8568]
nezarellano,16,[8570]
terraza,16,[8571]
ratchev,16,[8572]
wear,16,"[8574, 9609]"
adv,16,"[8585, 9537]"
manuf,16,[8586]
stenosi,16,[8598]
constraintcomput,16,[8605]
biol,16,[8606]
biol,22,[11762]
biol,26,"[7436, 7494]"
biol,8,[4019]
med,16,"[8607, 9932]"
med,2,[128]
med,26,[7664]
med,8,"[262, 3888, 4004, 4055, 4226, 4296, 4474, 4744, 4812, 4835]"
med,9,"[2125, 2174, 2308, 2353]"
stcnn,16,[8612]
spatialtempor,16,[8613]
spatialtempor,21,"[1768, 2762, 4426]"
crowd,16,[8617]
lett2019,16,[8622]
facial,16,[8625]
kampffmey,16,[8641]
adversari,16,[8648]
adversari,2,"[368, 5801]"
adversari,21,"[2025, 2039, 3139, 3159, 5224, 6054]"
adversari,7,"[786, 1340, 12008, 12014, 12035, 14767, 14945, 14964, 14992, 15042, 15078, 15095, 17903, 20401, 21454, 22415, 22426, 27093, 27363, 27388, 27403, 27447, 27460, 28044]"
adversari,8,[1453]
toolsappl,16,[8654]
duplo,16,[8660]
ispr,16,[8671]
ispr,21,[5688]
photo,16,[8672]
gramm,16,[8673]
gramm,9,[1460]
remot,16,[8674]
remot,21,[5690]
remot,25,[509]
remot,7,"[19242, 19421]"
remot,8,"[152, 2620, 2745, 2778, 2826, 3185, 3644, 4755, 4862]"
sen,16,[8675]
sen,18,[1617]
sen,2,[3079]
sen,21,[5691]
sen,22,"[12871, 13022]"
sen,7,"[24403, 28398]"
ouyang,16,[8677]
ouyang,22,[12976]
wireless,16,[8685]
wireless,26,[346]
sismanoglu,16,[8688]
ond,16,[8689]
ond,21,[1337]
ond,25,"[1545, 2837, 3346]"
kocer,16,[8690]
electricalelectron,16,[8708]
biomed,16,"[8710, 9831]"
biomed,18,[2124]
biomed,24,[242]
jayanth,16,[8717]
harish,16,[8719]
nair,16,[8721]
bb,16,[8722]
bb,25,[675]
bankex,16,[8734]
proccomput,16,"[8736, 9555]"
physica,16,[8759]
ofcommun,16,[8777]
orimoloy,16,[8785]
sung,16,[8787]
makarenko,16,[8809]
lyapunov,16,[8815]
stabil,16,[8829]
stabil,17,"[50, 158]"
stabil,21,[3174]
stabil,22,"[5896, 10761, 10777, 10825, 10867, 10880, 11879]"
stabil,26,"[40, 67, 87, 142, 270, 410, 448, 549, 583, 592, 629, 652, 667, 694, 705, 828, 1516, 2081, 2461, 2527, 2529, 2569, 2595, 2600, 2627, 2710, 2726, 2728, 2765, 2780, 2787, 2795, 2806, 2820, 2872, 2881, 2886, 2895, 2907, 3069, 3071, 3083, 3093, 3111, 3119, 3157, 3239, 3318, 3350, 3611, 3640, 3644, 3674, 3680, 3688, 3716, 3838, 3868, 3891, 3898, 3912, 3925, 3957, 3966, 4212, 4551, 4648, 4662, 4729, 4770, 4793, 4815, 4881, 5092, 5106, 5110, 5165, 5167, 5194, 5270, 5284, 5326, 5347, 5377, 5392, 5400, 5414, 5417, 5459, 5468, 5481, 5520, 5581, 5860, 5937, 5943, 6003, 6021, 6024, 6032, 6063, 6126, 6174, 6175, 6231, 6474, 7047, 7067, 7149, 7232, 7680, 7693, 7711, 7913]"
stabil,7,"[3783, 3804, 24323, 24551]"
dingli,16,[8837]
fournier,16,[8838]
forecastinga,16,[8843]
kelotra,16,[8851]
pandey,16,[8852]
convlstm,16,[8859]
forex,16,[8870]
bao,16,[8880]
yue,16,[8881]
rao,16,[8882]
rao,7,[23440]
rao,8,"[4060, 4588]"
autoencod,16,"[8891, 9804]"
autoencod,21,"[5373, 6374]"
autoencod,7,"[12452, 12663, 15099, 22830, 26700, 27057, 27475]"
autoencod,8,"[1252, 1458]"
plo,16,[8896]
plo,2,"[4846, 4916]"
plo,7,[22886]
plo,8,[4508]
e0180944,16,[8898]
munkhdalai,16,[8899]
theeraumpon,16,[8901]
vargru,16,[8904]
intell2020,16,[8915]
chiang,16,[8918]
chiang,26,[7589]
chiang,8,[3768]
lk,16,[8919]
lk,2,[5939]
lk,8,[5012]
yc,16,[8921]
cryptocurr,16,[8933]
berradi,16,[8946]
lazaar,16,[8947]
casablancastock,16,[8961]
intraday,16,[8972]
manip,16,[8975]
ulat,16,[8976]
cui,16,[8990]
cui,22,[12246]
tian,16,[9003]
tian,21,"[6, 4941, 6022, 6409]"
hq,16,[9004]
xf,16,[9006]
applenergi,16,[9021]
miningassist,16,[9028]
packet,16,[9035]
indu,16,"[9043, 9611]"
aerodyn,16,[9044]
mx,16,[9047]
fei,16,[9048]
termmemori,16,[9064]
conv,16,"[9072, 9296, 10303]"
pollut,16,[9085]
eng2019,16,[9105]
5186574deep,16,[9106]
xiao,16,[9144]
xiao,18,[3016]
xiao,2,[5218]
xiao,21,"[4906, 5238, 5275, 5417, 6044, 6218]"
xiao,22,"[11551, 12209, 12372]"
xiao,7,"[26133, 27371, 27393, 27396]"
xiao,8,[3947]
hou,16,"[9145, 10206]"
hou,22,"[4546, 11765]"
wz,16,[9147]
campu,16,[9151]
eemdelman,16,[9157]
sustainabledevelop,16,[9161]
hydraul,16,[9166]
chinaenvironment,16,[9168]
nh3,16,[9181]
cold,16,[9185]
agric,16,"[9197, 9331, 10391]"
ood,16,[9207]
oferror,16,[9215]
resour,16,[9218]
yin,16,[9222]
yin,22,[12978]
ctslstm,16,[9225]
lstmbase,16,[9226]
correlatedtim,16,[9229]
freeman,16,[9235]
bs,16,[9236]
bs,8,[3983]
gharabaghi,16,[9238]
wast,16,[9250]
assoc,16,[9252]
assoc,26,[7551]
assoc,8,"[4057, 4612]"
demelo,16,[9253]
sugimoto,16,[9255]
dn,16,[9256]
dn,7,"[19215, 19218, 19253, 19268, 19272, 19284]"
tasinaffo,16,[9257]
pm,16,[9258]
pm,9,[2088]
latin,16,[9272]
latin,3,"[374, 380]"
zeng,16,[9275]
zeng,21,"[2595, 6279, 6283]"
gq,16,[9276]
andextrem,16,[9293]
dissolv,16,[9320]
oxygen,16,[9321]
sheri,16,[9322]
sheri,7,[7663]
pond,16,[9323]
peng,16,"[9333, 9334, 9955, 10229]"
peng,18,[3510]
peng,21,"[4885, 4938, 6384]"
peng,22,"[3393, 10526, 12452, 12470, 13176, 13208]"
peng,24,"[3001, 3017]"
peng,7,"[22951, 24465, 26137]"
denois,16,[9345]
denois,18,[3263]
denois,24,[1593]
denois,7,[22829]
conversmanag,16,[9351]
mehmood,16,[9369]
oshea,16,[9389]
tj,16,[9390]
roy,16,[9391]
roy,18,[2795]
roy,21,[4985]
roy,22,"[12542, 13143]"
roy,7,[24820]
roy,8,[4925]
clanci,16,[9392]
overtheair,16,[9394]
radio,16,[9398]
thorburn,16,[9408]
pj,16,"[9409, 9886, 10118]"
pj,2,"[4734, 5524]"
pj,22,[7861]
pj,7,[22657]
fitch,16,[9410]
multitask,16,[9411]
multitask,18,"[3545, 3784]"
multitask,22,"[4516, 11899, 12126, 13165]"
multitask,24,"[3131, 3142]"
ofneur,16,[9422]
andinform,16,[9427]
shorttimescal,16,[9436]
gravit,16,[9437]
microlens,16,[9438]
arimalstm,16,[9442]
arimagru,16,[9444]
modellect,16,[9446]
spectrum,16,[9466]
spectrum,8,[2237]
convolutionalg,16,[9468]
renewenergi,16,[9476]
lithium,16,[9486]
ul,16,[9512]
trason,16,[9513]
motor,16,[9514]
particleswarm,16,[9521]
rashid,16,[9524]
km,16,[9525]
loui,16,[9526]
loui,9,[2447]
timesseri,16,[9527]
zannimerk,16,[9541]
cre,16,[9542]
cre,8,[2198]
milleux,16,[9543]
mehdiyev,16,[9557]
lahann,16,[9558]
emrich,16,[9559]
slew,16,[9586]
hmm,16,[9589]
hmm,7,"[12295, 12310]"
predictioncomput,16,[9610]
bohan,16,[9612]
yun,16,[9613]
yun,21,"[2651, 6261]"
yun,22,[12112]
yun,26,"[14, 8026]"
pasia,16,[9631]
vafeiadi,16,[9632]
ioannidi,16,[9633]
systems2019,16,[9651]
rhe,16,[9668]
rhe,25,[2985]
robot,16,[9673]
robot,7,"[7668, 21724, 22390, 22622, 22919, 22925, 24974, 26739, 27763]"
2016pp,16,[9675]
canizo,16,[9676]
triguero,16,[9677]
cond,16,[9678]
cond,21,[4786]
multihead,16,[9681]
multihead,18,[1193]
multihead,21,"[710, 864, 910, 3344, 3357]"
cnnrnn,16,[9682]
multitim,16,[9683]
neurocomputing2019,16,[9691]
kuang,16,[9692]
kuang,7,[24639]
hua,16,[9693]
hua,22,"[12975, 13008]"
hua,8,"[394, 3240, 3327, 3339, 3355, 3366, 3390, 3406]"
trajectori,16,[9704]
trajectori,21,"[2817, 6233]"
networkmobil,16,[9709]
datadriven,16,[9717]
datadriven,7,"[12346, 23501, 25418, 25434]"
mecheng,16,[9729]
varona,16,[9730]
monteserin,16,[9731]
teyseyr,16,[9732]
tomat,16,[9737]
tomat,17,[6327]
pothol,16,[9742]
ubiquit,16,[9745]
ubiquit,18,[331]
ubiquit,22,[1376]
pipattanasomporn,16,[9748]
rahman,16,[9749]
buildinglevel,16,[9751]
techniquesappl,16,[9760]
silva,16,[9763]
silva,8,[3850]
db,16,[9764]
schmidt,16,[9765]
schmidt,2,[5794]
costa,16,[9767]
costa,7,[23258]
righi,16,[9771]
esko,16,[9772]
mechefsk,16,[9792]
bi,16,[9798]
bi,17,[4584]
bi,7,[24615]
bi,9,[711]
schememech,16,[9805]
bui,16,[9809]
bui,8,[4401]
pham,16,[9810]
vo,16,[9811]
vo,3,"[39, 62]"
cardiovasculardiseas,16,[9824]
vietnam,16,[9833]
2018pp,16,"[9835, 10227]"
contrac,16,[9844]
children,16,[9846]
shanghai,16,[9850]
shanghai,21,[40]
shanghai,26,"[8056, 8431, 8435]"
jiaotong,16,[9851]
hopp,16,[9853]
rzdorfer,16,[9855]
reso,16,[9862]
quantitativeparamet,16,[9868]
technologyand,16,[9875]
chambon,16,[9882]
galtier,16,[9883]
mn,16,[9884]
arnal,16,[9885]
sleep,16,"[9893, 9938]"
sleep,8,[2258]
modal,16,[9901]
modal,21,[4400]
modal,8,[453]
rehabil,16,[9909]
lauritsen,16,[9911]
sm,16,[9912]
sm,2,[5775]
sm,22,[2411]
sm,7,[23489]
sm,8,"[3786, 4817, 5032]"
kalr,16,[9913]
kongsgaard,16,[9915]
sepsi,16,"[9922, 9987, 10001]"
sequencesartif,16,[9930]
fut,16,[9948]
bp,16,[9969]
usa2010,16,[9978]
sarafrazi,16,[9980]
choudhari,16,[9981]
mehta,16,[9983]
mehta,21,"[4539, 5610, 5614]"
crack,16,[9986]
ehr,16,[9994]
ehr,8,"[282, 660, 1171, 1578, 1612, 2654, 2685, 2884, 3177, 3640, 3674]"
forearli,16,[10000]
cardiologi,16,[10006]
zeroual,16,[10009]
harrou,16,[10010]
dairi,16,[10011]
chao,16,[10023]
chao,21,[5872]
solit,16,[10024]
fract,16,[10025]
multilag,16,[10039]
sci2017,16,[10045]
pedestrian,16,[10060]
pedestrian,21,[2816]
straight,16,[10062]
straight,22,[2834]
corridorsphysica,16,[10063]
imamverdiyev,16,[10082]
abdullayeva,16,[10083]
denial,16,[10087]
attack,16,[10090]
attack,2,"[369, 653, 5224, 5802]"
attack,7,"[14944, 14965, 14993, 15061, 15079, 20402, 22428, 27377, 27416]"
attack,8,[4962]
munir,16,[10098]
siddiqui,16,[10099]
dengel,16,[10101]
deepant,16,[10104]
proach,16,[10108]
proach,18,[3331]
access2019,16,[10115]
zebin,16,[10116]
sculli,16,[10117]
ozanyan,16,[10119]
kb,16,[10120]
kb,7,"[12333, 12613, 14574, 19293, 19295]"
kb,9,[1898]
inerti,16,[10125]
bendong,16,[10137]
huanzhang,16,[10138]
shangfeng,16,[10139]
mise,16,[10158]
segmenta,16,[10164]
messag,16,[10186]
notescomput,16,[10190]
kan,16,[10193]
multimod,16,[10213]
multimod,18,"[1030, 3106]"
multimod,7,"[23744, 23752, 26992, 27139]"
networkbas,16,[10235]
rodrigu,16,[10247]
markou,16,[10248]
pereira,16,[10249]
pereira,7,[26588]
fc,16,[10250]
taxi,16,[10256]
kalinin,16,[10266]
lavrova,16,[10268]
yarmak,16,[10270]
threat,16,[10274]
threat,7,"[16423, 19938, 20530]"
cyberphys,16,[10275]
cyberphys,7,"[15279, 18831, 27561]"
lei,16,[10291]
lei,17,"[4752, 6305]"
lei,21,"[6242, 6286]"
lei,22,"[13024, 13102]"
lei,7,[24117]
tection,16,[10315]
tection,21,[5836]
diagnosisa,16,[10317]
atto,16,[10321]
benoit,16,[10322]
lambert,16,[10323]
timedimag,16,[10324]
sezer,16,[10334]
sezer,7,[24558]
ob,16,[10335]
ob,25,[719]
gudelek,16,[10336]
ozbayoglu,16,[10337]
transp,16,[10377]
kamilari,16,[10382]
prenafetaboldu,16,[10383]
agricultur,16,[10387]
agricultur,8,[3939]
rui,16,[10392]
rui,21,[4834]
ruqiang,16,[10393]
zhenghua,16,[10394]
mech,16,[10405]
mahdavifar,16,[10409]
ghorbani,16,[10410]
ghorbani,8,[4995]
aa,16,[10411]
aa,2,[5812]
aa,22,[1787]
aa,9,[2448]
cyberse,16,[10416]
curiti,16,[10417]
hadjout,16,[10425]
hadjout,21,[5802]
sebaa,16,[10426]
surveybig,16,[10436]
abbrevi,16,[10440]
ipuintellig,16,[10477]
nlpnatur,16,[10484]
tcntempor,16,[10491]
tputensor,16,[10494]
unitdeep,16,[10496]
tip,17,"[1, 81, 1666, 1668, 1777, 2484, 2795, 3213, 3754, 4027, 4389, 5234, 5652]"
popel,17,"[5, 5948, 5988, 6550, 6551]"
ondrej,17,"[6, 5932, 5935, 5978, 5979, 6035, 6061]"
bojar,17,"[7, 394, 1426, 1497, 5931, 5977, 6034, 6060]"
linguist,17,"[20, 6558]"
linguist,18,"[2723, 3152, 3374]"
linguist,2,"[6040, 6106]"
linguist,7,"[6403, 7064, 9992, 24633, 25546]"
pragu,17,[21]
pragu,25,[3671]
czechia,17,[22]
ten,17,[34]
ten,18,"[2230, 2447]"
ten,23,[918]
ten,25,"[709, 1638, 1702, 3642]"
sor2tensorframeworkandthetransformersequencetosequencemodel,17,[35]
vaswanietal2017,17,"[36, 203]"
ect,17,"[43, 185, 680, 1047, 1902, 2042, 2260, 2716, 2740, 2998, 3087, 3186, 3284, 3481, 3702, 3894, 4294, 5208, 5352, 5463]"
ect,2,"[1815, 3941, 4125, 4164]"
ect,24,[1888]
ect,3,"[251, 920, 935, 1086, 1154, 1170, 1195]"
ect,7,"[2451, 2994, 9515]"
usag,17,"[48, 5400]"
usag,18,"[430, 783]"
usag,2,"[832, 4566]"
usag,21,[3731]
usag,22,"[9841, 10227, 10739]"
usag,7,"[5544, 6079, 6964, 9394, 9510, 12152, 16807, 19721]"
fellow,17,[62]
fellow,21,[3119]
fellow,26,"[20, 8042, 8317]"
rming,17,[66]
mantra,17,[68]
im,17,[82]
im,18,"[411, 1412, 1491, 1564, 2570]"
im,2,[976]
im,23,[97]
im,24,[248]
im,25,"[1404, 2181, 2968, 3148]"
im,8,[3050]
warmup,17,"[90, 3715, 3787, 3878, 3881, 3884, 3887, 3890, 3896, 3944, 4031, 4042, 4058, 4174, 4384, 4467, 5111, 5120, 5125, 5161, 5173, 5187, 5202, 5223, 5238]"
andcheckpointaverag,17,[95]
wehopethatourobservationswillallowotherstogetbetterresult,17,[96]
nmt,17,"[115, 451, 460, 1516, 3516, 4706]"
nmt,18,"[592, 607, 650, 1077]"
bojaretal2017a,17,[129]
cettoloetal2017,17,[130]
manyfundamentalchangesofth,17,[131]
towininthelongterm,17,[154]
consideringallrelevantcriterialiketranslationqu,17,[155]
goodimplement,17,[169]
aconsiderablepartofamodelssuccessintranslationqu,17,[170]
1arxiv180400247v2,17,[197]
cscl,17,[198]
2018inthisarticl,17,[200]
weexperimentwitharelativelynewnmtmodel,17,[201]
calledtransform,17,[202]
asimplementedinthetensor2tensor,17,[204]
onesuperior,17,"[205, 1385, 2576, 2653]"
abbreviatedt2t,17,[206]
version129,17,[208]
themodelandthetoolkithavebeenreleasedshortlyaftertheevalu,17,[209]
campaignatwmt2017,17,[210]
twosuperioranditsbehavioronlargedatanewstranslationisnotyet,17,[211]
whileinvestigationsintothe,17,[233]
ectofhyperparameterslikelearningrateandbatch,17,[234]
sizeareavailableinthedeeplearningcommun,17,[235]
egbottouetal2016,17,[236]
smithand,17,[237]
jastrzebski,17,"[239, 4852, 6218]"
ll,17,[260]
ll,21,[467]
ll,25,[93]
ll,7,"[4553, 6311, 10911]"
wisdom,17,[284]
wisdom,22,[12939]
wisdom,7,[26220]
aregenerallybett,17,[289]
andquantifythebehavioronenglishtoczechtranslationexper,17,[290]
iment,17,[291]
iment,26,"[3882, 5709]"
somewhat,17,"[296, 558, 2471, 4235]"
somewhat,7,"[6600, 13551]"
thearticleisstructuredasfollow,17,[324]
insection2,17,[325]
wediscussourevaluationmethod,17,[326]
ologyandmaincriteria,17,[327]
translationqualityandspeedoftrain,17,[328]
section3describ,17,[329]
tion5comparesourbesttransformerrunwithsystemsparticipatinginwmt17,17,[352]
thecommonpracticeinmtresearchistoevaluatethemodelperformanceonatestset,17,[376]
metricisundoubtedlythebleuscor,17,[387]
papinenietal2002,17,[388]
despiteitsacknowledg,17,[389]
betterperform,17,[392]
2017b,17,"[397, 6082]"
2017b,22,[4574]
simplic,17,[398]
simplic,2,[6456]
simplic,26,"[1080, 4406]"
simplic,7,"[2563, 14342, 24022]"
stick,17,[399]
bleu,17,"[400, 430, 702, 742, 830, 1120, 1138, 1146, 1166, 1217, 1228, 1266, 1891, 2261, 2358, 2401, 2526, 2777, 3019, 3034, 3187, 3345, 3533, 3651, 4144, 4158, 4197, 4209, 4394, 4796, 4845, 5209, 5227, 5257, 5490, 5498, 5519, 5665, 5725, 5741, 6324]"
cschscrscf,17,[407]
popov,17,"[408, 6338]"
